numero,valor
30304,204504
30305,965210
30306,1272857
30307,1322597
30308,133260
30309,935149
30310,168239
30311,836935
30312,1197031
30313,1457155
30314,1106987
30315,630193
30316,1128320
30317,1145416
30318,635369
30319,1456414
30320,187903
30321,230431
30322,691939
30323,342522
30324,389587
30325,841847
30326,1263840
30327,197617
30328,1457646
30329,531769
30330,506466
30331,783194
30332,978228
30333,795924
30334,1213410
30335,767293
30336,368370
30337,101854
30338,38526
30339,1465609
30340,253634
30341,1180877
30342,374766
30343,456694
30344,938023
30345,496407
30346,913888
30347,815405
30348,1020055
30349,283480
30350,593172
30351,634774
30352,996141
30353,657894
30354,141528
30355,1401491
30356,802667
30357,1241282
30358,1351967
30359,1310881
30360,1390325
30361,1016774
30362,1086834
30363,517000
30364,981826
30365,458308
30366,654604
30367,381112
30368,1078413
30369,870639
30370,1237999
30371,841237
30372,926745
30373,370889
30374,115216
30375,919158
30376,781236
30377,1188444
30378,751489
30379,1435681
30380,19798
30381,55045
30382,1160117
30383,140146
30384,109558
30385,1360504
30386,1050059
30387,315050
30388,874071
30389,241867
30390,1162499
30391,275648
30392,1387586
30393,91264
30394,493677
30395,1002098
30396,671430
30397,372390
30398,1179164
30399,556935
30400,324230
30401,272266
30402,831639
30403,539738
30404,1020146
30405,1370299
30406,409179
30407,702699
30408,595748
30409,152679
30410,130824
30411,87189
30412,913247
30413,1362310
30414,1175399
30415,139543
30416,683891
30417,801597
30418,753863
30419,1374475
30420,1186357
30421,1370723
30422,1231878
30423,1327657
30424,1494644
30425,795613
30426,1386014
30427,844821
30428,138971
30429,1004711
30430,293440
30431,517571
30432,72730
30433,758409
30434,941284
30435,914689
30436,850682
30437,708464
30438,1119778
30439,171461
30440,482169
30441,1003198
30442,311534
30443,851433
30444,1397583
30445,198394
30446,980298
30447,621719
30448,683762
30449,1082135
30450,25218
30451,688602
30452,881311
30453,37358
30454,1003739
30455,86701
30456,567756
30457,1392809
30458,261248
30459,1271817
30460,362291
30461,952630
30462,1212943
30463,1338197
30464,439180
30465,294970
30466,1279411
30467,1412620
30468,780942
30469,138645
30470,1151782
30471,1416770
30472,1188650
30473,378232
30474,1189812
30475,1369787
30476,328932
30477,849542
30478,842676
30479,933062
30480,793778
30481,984947
30482,536788
30483,1487891
30484,579996
30485,778529
30486,634586
30487,431102
30488,1107413
30489,649970
30490,442257
30491,17646
30492,270602
30493,1105322
30494,700992
30495,181588
30496,216072
30497,854006
30498,464659
30499,1414155
30500,1165284
30501,545694
30502,1256117
30503,689370
30504,1160481
30505,412886
30506,254613
30507,1062427
30508,1087318
30509,852649
30510,1119791
30511,928780
30512,720972
30513,1254207
30514,904372
30515,702051
30516,270928
30517,938928
30518,780661
30519,189110
30520,855127
30521,345038
30522,549655
30523,781859
30524,395414
30525,638639
30526,336011
30527,2242
30528,128490
30529,711706
30530,888953
30531,1406442
30532,762778
30533,237365
30534,170139
30535,753008
30536,34799
30537,1042232
30538,1192736
30539,284041
30540,108214
30541,1067713
30542,738067
30543,297608
30544,1022023
30545,559138
30546,1347106
30547,179731
30548,186999
30549,244789
30550,857882
30551,1268292
30552,939897
30553,1448604
30554,1243403
30555,855643
30556,421329
30557,486565
30558,246176
30559,250660
30560,1371734
30561,1021561
30562,804987
30563,861468
30564,1492146
30565,373001
30566,1417408
30567,1343440
30568,743029
30569,1235787
30570,105555
30571,220859
30572,551330
30573,1173411
30574,915975
30575,1177336
30576,596966
30577,265613
30578,935567
30579,1334702
30580,1094403
30581,509533
30582,1269135
30583,1001625
30584,446740
30585,97566
30586,513886
30587,250864
30588,244027
30589,186266
30590,1048021
30591,637374
30592,420923
30593,249248
30594,955145
30595,1284245
30596,396912
30597,427167
30598,1291763
30599,1448436
30600,1160358
30601,788695
30602,724663
30603,1234744
30604,679900
30605,48079
30606,1335098
30607,355371
30608,947156
30609,1329650
30610,1112926
30611,614044
30612,1000015
30613,1037285
30614,100014
30615,787394
30616,720815
30617,271425
30618,1474008
30619,1469612
30620,866473
30621,1491259
30622,347273
30623,73991
30624,1480639
30625,361271
30626,351255
30627,851557
30628,1258540
30629,1470169
30630,1297793
30631,802076
30632,833639
30633,1347355
30634,521486
30635,249219
30636,1157626
30637,1195184
30638,402791
30639,838328
30640,786565
30641,831470
30642,231211
30643,338633
30644,311360
30645,776307
30646,1450845
30647,844526
30648,1242464
30649,969885
30650,408308
30651,1023734
30652,877630
30653,1055955
30654,655284
30655,105629
30656,1098735
30657,376857
30658,1456202
30659,287702
30660,519880
30661,754031
30662,988055
30663,281896
30664,148521
30665,589995
30666,1440834
30667,1312779
30668,612942
30669,839684
30670,1136741
30671,1425468
30672,1022247
30673,817728
30674,980460
30675,1128833
30676,1114398
30677,733088
30678,1256417
30679,847007
30680,399260
30681,482980
30682,237163
30683,107851
30684,821720
30685,286556
30686,126057
30687,479185
30688,517388
30689,1433082
30690,1020431
30691,1133960
30692,781469
30693,896884
30694,157409
30695,1240236
30696,1478729
30697,1307274
30698,1267567
30699,1273194
30700,343278
30701,946476
30702,902030
30703,255552
30704,1482848
30705,759721
30706,1366570
30707,827367
30708,1111721
30709,7912
30710,103011
30711,153854
30712,1495384
30713,1125962
30714,198880
30715,449664
30716,1396578
30717,1018390
30718,288871
30719,30162
30720,482139
30721,590552
30722,166373
30723,208487
30724,940318
30725,133204
30726,1355911
30727,101148
30728,308999
30729,807586
30730,374666
30731,1159619
30732,1343235
30733,104238
30734,608399
30735,716985
30736,1185640
30737,285409
30738,615183
30739,1101633
30740,107851
30741,673618
30742,802310
30743,727542
30744,661133
30745,235100
30746,1134009
30747,140977
30748,403553
30749,734540
30750,412427
30751,1004621
30752,349269
30753,1150553
30754,765395
30755,618653
30756,1225183
30757,1325478
30758,157607
30759,80446
30760,1410216
30761,150280
30762,682056
30763,1338871
30764,1386175
30765,1160265
30766,789194
30767,5539
30768,896958
30769,1350453
30770,1183702
30771,1063694
30772,598171
30773,1346614
30774,1024458
30775,723004
30776,676850
30777,731337
30778,1251956
30779,1051586
30780,303100
30781,120647
30782,78720
30783,695984
30784,1483640
30785,1084085
30786,140532
30787,202505
30788,53598
30789,689422
30790,1258555
30791,84507
30792,123072
30793,670534
30794,995951
30795,1035502
30796,1073106
30797,618632
30798,294584
30799,877738
30800,1443480
30801,1076826
30802,1319594
30803,1349322
30804,1031939
30805,294062
30806,449121
30807,294640
30808,245561
30809,1348760
30810,307675
30811,528354
30812,898173
30813,1423665
30814,1028947
30815,60917
30816,851651
30817,550967
30818,1462127
30819,371840
30820,1359994
30821,21886
30822,78052
30823,526419
30824,105015
30825,1181944
30826,481350
30827,1257293
30828,414796
30829,82048
30830,1381836
30831,323785
30832,1250876
30833,816336
30834,696317
30835,942611
30836,1092890
30837,802098
30838,928662
30839,1390528
30840,347437
30841,799575
30842,1282892
30843,879725
30844,858120
30845,296107
30846,1337375
30847,1344579
30848,149415
30849,599663
30850,536419
30851,345326
30852,159697
30853,328786
30854,1014134
30855,1091458
30856,915016
30857,46245
30858,1292701
30859,802069
30860,670897
30861,1097865
30862,1485287
30863,504951
30864,577846
30865,382707
30866,522715
30867,608807
30868,1127383
30869,1246034
30870,1198893
30871,148270
30872,438353
30873,1186751
30874,1460853
30875,1369804
30876,598181
30877,980976
30878,1161496
30879,87461
30880,71354
30881,882999
30882,762811
30883,932562
30884,184977
30885,767524
30886,785786
30887,730500
30888,963272
30889,954284
30890,814621
30891,5887
30892,318749
30893,968039
30894,1263215
30895,614202
30896,693992
30897,90645
30898,483199
30899,1364125
30900,1059387
30901,259438
30902,321341
30903,1292395
30904,922226
30905,685325
30906,1254730
30907,1071079
30908,1277133
30909,1131146
30910,1342869
30911,1182503
30912,1088321
30913,451033
30914,369435
30915,554814
30916,1459887
30917,558185
30918,430751
30919,612009
30920,711296
30921,2257
30922,525070
30923,1237999
30924,2134
30925,662356
30926,655596
30927,159725
30928,1479808
30929,1441930
30930,1211945
30931,250407
30932,1326181
30933,1357993
30934,1110090
30935,726068
30936,674255
30937,1258724
30938,263510
30939,419365
30940,1122700
30941,197036
30942,1175158
30943,1419743
30944,787151
30945,1166777
30946,1210353
30947,967162
30948,217009
30949,176340
30950,85969
30951,835401
30952,1036476
30953,1345374
30954,372138
30955,1365461
30956,171293
30957,1170274
30958,1172004
30959,77831
30960,880207
30961,143850
30962,1306243
30963,436081
30964,1127619
30965,1126817
30966,344516
30967,959780
30968,862239
30969,731686
30970,257230
30971,955725
30972,1013903
30973,344010
30974,357378
30975,943761
30976,716757
30977,52691
30978,56897
30979,1255368
30980,1336617
30981,1359221
30982,300185
30983,1170445
30984,357592
30985,629861
30986,99420
30987,1477540
30988,1010695
30989,441146
30990,1019099
30991,778851
30992,1270394
30993,1387942
30994,1493114
30995,466562
30996,1471452
30997,716993
30998,1428480
30999,385374
31000,1200870
31001,1005031
31002,99963
31003,787933
31004,919214
31005,836726
31006,603565
31007,1127836
31008,1432699
31009,1194243
31010,705865
31011,441391
31012,1175025
31013,136693
31014,416958
31015,619484
31016,1221827
31017,164239
31018,412561
31019,376420
31020,239706
31021,1109895
31022,804347
31023,706646
31024,625968
31025,987931
31026,474658
31027,194803
31028,1029447
31029,680033
31030,1321206
31031,823796
31032,844473
31033,449700
31034,69462
31035,475775
31036,430677
31037,1265922
31038,777881
31039,853178
31040,885008
31041,1231907
31042,457609
31043,111526
31044,1239118
31045,1449802
31046,1447845
31047,728319
31048,78721
31049,1152025
31050,561060
31051,1091063
31052,519675
31053,1082444
31054,1478661
31055,859769
31056,427093
31057,793834
31058,340031
31059,111360
31060,745006
31061,741679
31062,242485
31063,251435
31064,828822
31065,26066
31066,243629
31067,480240
31068,1312051
31069,242875
31070,1271285
31071,441287
31072,820988
31073,153294
31074,786142
31075,392232
31076,738337
31077,128458
31078,744733
31079,1049877
31080,703009
31081,145853
31082,1192455
31083,84138
31084,133007
31085,636656
31086,1153632
31087,297280
31088,912853
31089,350895
31090,1001018
31091,461014
31092,253484
31093,1427989
31094,852624
31095,1223277
31096,189493
31097,497765
31098,948946
31099,7499
31100,264317
31101,916343
31102,214983
31103,1385260
31104,801817
31105,229139
31106,1047677
31107,1275708
31108,1399398
31109,28391
31110,559813
31111,1275359
31112,235720
31113,438786
31114,655527
31115,602885
31116,684092
31117,79098
31118,299848
31119,192659
31120,56253
31121,40896
31122,216411
31123,603286
31124,706008
31125,39160
31126,205360
31127,158586
31128,451022
31129,955357
31130,1323253
31131,699227
31132,1240261
31133,304366
31134,955566
31135,1497081
31136,1142210
31137,742646
31138,1352419
31139,461584
31140,1066574
31141,212345
31142,1440013
31143,652090
31144,126574
31145,497
31146,961873
31147,650531
31148,294330
31149,521522
31150,1409934
31151,311607
31152,1409534
31153,741742
31154,1204212
31155,1196964
31156,298213
31157,54221
31158,524927
31159,1205652
31160,663205
31161,243308
31162,721598
31163,250155
31164,340144
31165,66786
31166,801175
31167,473605
31168,943092
31169,926401
31170,1277177
31171,389386
31172,1308162
31173,350942
31174,263255
31175,261601
31176,388892
31177,965189
31178,281674
31179,432402
31180,870155
31181,651061
31182,36297
31183,1413081
31184,139797
31185,342328
31186,1388055
31187,1119636
31188,550638
31189,212265
31190,1039059
31191,434675
31192,1204007
31193,1488233
31194,1459497
31195,704538
31196,282023
31197,801812
31198,1223545
31199,9379
31200,981367
31201,483626
31202,937805
31203,504540
31204,264982
31205,1166066
31206,452828
31207,1037128
31208,985769
31209,447515
31210,23259
31211,1266473
31212,230320
31213,21402
31214,694430
31215,248839
31216,339822
31217,29176
31218,1183546
31219,988605
31220,556770
31221,217076
31222,1417975
31223,246817
31224,466738
31225,1070935
31226,1389434
31227,1018578
31228,325329
31229,1313252
31230,918226
31231,1106651
31232,682603
31233,428516
31234,1471820
31235,1384834
31236,139723
31237,277341
31238,812568
31239,1235891
31240,938025
31241,1437443
31242,256118
31243,48036
31244,301774
31245,1299961
31246,560201
31247,1107849
31248,807476
31249,220773
31250,1392790
31251,528642
31252,24165
31253,327566
31254,1039106
31255,65625
31256,915826
31257,212285
31258,126758
31259,363933
31260,760134
31261,1122466
31262,798577
31263,1180227
31264,610700
31265,56835
31266,979899
31267,1462774
31268,572741
31269,619130
31270,504706
31271,1125349
31272,282597
31273,439653
31274,85049
31275,289193
31276,1065112
31277,193564
31278,858011
31279,650258
31280,863463
31281,840522
31282,1454146
31283,773446
31284,1298573
31285,335447
31286,190780
31287,524022
31288,1016703
31289,1027162
31290,507870
31291,82296
31292,1327350
31293,1339705
31294,72164
31295,484270
31296,1341376
31297,432560
31298,1402463
31299,637375
31300,409962
31301,718015
31302,1094607
31303,329742
31304,358817
31305,303937
31306,653966
31307,750935
31308,743531
31309,1310948
31310,760839
31311,37586
31312,1309892
31313,901525
31314,117011
31315,1330677
31316,971743
31317,180687
31318,748337
31319,757608
31320,1273909
31321,1006694
31322,1203239
31323,578769
31324,839875
31325,578551
31326,500921
31327,1444556
31328,1373355
31329,983028
31330,94434
31331,954387
31332,658238
31333,504477
31334,910354
31335,505145
31336,1053573
31337,1196845
31338,1241083
31339,1447871
31340,163366
31341,276134
31342,722009
31343,491058
31344,1355480
31345,833952
31346,1105184
31347,921264
31348,551122
31349,685076
31350,599733
31351,1350042
31352,740526
31353,1022204
31354,943191
31355,36182
31356,212933
31357,538321
31358,92158
31359,845185
31360,273439
31361,866476
31362,162806
31363,1152163
31364,454710
31365,356422
31366,143901
31367,593751
31368,104370
31369,307314
31370,110236
31371,682680
31372,43018
31373,541541
31374,1135256
31375,613423
31376,278204
31377,650002
31378,599474
31379,718544
31380,86536
31381,1201090
31382,712827
31383,1237341
31384,13035
31385,886030
31386,196880
31387,936124
31388,1377055
31389,451097
31390,96648
31391,1373981
31392,293306
31393,762445
31394,106986
31395,521030
31396,1275099
31397,1046980
31398,1322554
31399,1470312
31400,379269
31401,1180752
31402,199110
31403,205474
31404,5996
31405,44645
31406,896838
31407,1425025
31408,82852
31409,1264725
31410,1074050
31411,670185
31412,98767
31413,897161
31414,237749
31415,1172755
31416,1230180
31417,245462
31418,264881
31419,147102
31420,253936
31421,173314
31422,796077
31423,914284
31424,1430737
31425,657726
31426,367391
31427,1075341
31428,370868
31429,369994
31430,27782
31431,341739
31432,943481
31433,516191
31434,171779
31435,252924
31436,1350265
31437,1258946
31438,704928
31439,549632
31440,451441
31441,923937
31442,50399
31443,1415794
31444,595793
31445,771154
31446,1232605
31447,578038
31448,517197
31449,271724
31450,309351
31451,1207340
31452,87688
31453,9633
31454,837266
31455,1429946
31456,848191
31457,923811
31458,785075
31459,1204516
31460,427255
31461,1453085
31462,369033
31463,366325
31464,479814
31465,290450
31466,1148049
31467,756981
31468,1340406
31469,919481
31470,834208
31471,78921
31472,1351027
31473,980467
31474,36803
31475,1111738
31476,1191102
31477,1491596
31478,231864
31479,116389
31480,79369
31481,581869
31482,890843
31483,164353
31484,323693
31485,253725
31486,1324928
31487,449571
31488,635117
31489,479067
31490,137861
31491,450531
31492,12336
31493,480205
31494,831036
31495,883293
31496,757166
31497,1083021
31498,437968
31499,1167680
31500,1458130
31501,698101
31502,700770
31503,1476207
31504,390081
31505,996332
31506,893472
31507,780494
31508,751833
31509,664926
31510,885946
31511,43305
31512,612505
31513,1004061
31514,758490
31515,652999
31516,1009164
31517,344461
31518,1002042
31519,885877
31520,304734
31521,908045
31522,1309231
31523,323577
31524,1104279
31525,1229755
31526,1041862
31527,118676
31528,593938
31529,1170201
31530,1054508
31531,207794
31532,1338258
31533,1051150
31534,122502
31535,1230388
31536,1237028
31537,835378
31538,418089
31539,857184
31540,113834
31541,837691
31542,918816
31543,145856
31544,741737
31545,1340451
31546,133448
31547,576763
31548,863713
31549,1444490
31550,469309
31551,675736
31552,718960
31553,1174509
31554,887515
31555,912199
31556,261346
31557,931888
31558,977877
31559,648953
31560,63042
31561,483682
31562,148956
31563,1392580
31564,475297
31565,723561
31566,1202848
31567,1476140
31568,335956
31569,1263917
31570,177709
31571,920861
31572,1474329
31573,961604
31574,1245307
31575,1277009
31576,542260
31577,1361930
31578,1074369
31579,749175
31580,1050836
31581,177789
31582,192675
31583,312422
31584,545426
31585,1311602
31586,1498835
31587,674377
31588,446600
31589,16998
31590,301806
31591,1263681
31592,594831
31593,660795
31594,692665
31595,460838
31596,388340
31597,1373825
31598,1193199
31599,789931
31600,849163
31601,125186
31602,815274
31603,853505
31604,404320
31605,744883
31606,1026290
31607,1350764
31608,136930
31609,1108096
31610,652202
31611,473017
31612,198259
31613,1119508
31614,962997
31615,954386
31616,1304405
31617,440787
31618,1483973
31619,1124433
31620,614393
31621,1067337
31622,1312758
31623,959381
31624,1167927
31625,1245273
31626,1423327
31627,754441
31628,375837
31629,1376666
31630,1198459
31631,195806
31632,636276
31633,518949
31634,224908
31635,1233824
31636,1214236
31637,1125153
31638,141476
31639,593195
31640,803513
31641,278529
31642,1091402
31643,235392
31644,5535
31645,1021556
31646,630440
31647,325132
31648,37221
31649,570924
31650,86035
31651,1348506
31652,302757
31653,148951
31654,769774
31655,587142
31656,326488
31657,491062
31658,438956
31659,660252
31660,189587
31661,839865
31662,603312
31663,118782
31664,499828
31665,246264
31666,566824
31667,414731
31668,529660
31669,1234211
31670,874997
31671,364706
31672,652559
31673,1348030
31674,1293269
31675,216291
31676,887547
31677,408688
31678,511339
31679,925468
31680,1291050
31681,1268577
31682,1125055
31683,1275814
31684,1197401
31685,1137301
31686,1361088
31687,1235532
31688,755665
31689,964118
31690,144766
31691,882449
31692,1025453
31693,1243834
31694,387883
31695,473615
31696,787313
31697,117138
31698,766359
31699,1307997
31700,971918
31701,744895
31702,1109179
31703,8611
31704,15157
31705,455156
31706,126408
31707,966684
31708,1203992
31709,1221954
31710,1310370
31711,685464
31712,959669
31713,868425
31714,318881
31715,307313
31716,280824
31717,582444
31718,451618
31719,510333
31720,1417763
31721,1486789
31722,1083793
31723,671417
31724,47889
31725,1498058
31726,1189074
31727,667498
31728,1039727
31729,123627
31730,507023
31731,161367
31732,455608
31733,859047
31734,565911
31735,1059559
31736,1171785
31737,562442
31738,183080
31739,1430757
31740,1412925
31741,461324
31742,579683
31743,652660
31744,1058935
31745,58166
31746,1171426
31747,526130
31748,1083568
31749,447056
31750,1200202
31751,1226059
31752,1047010
31753,1471356
31754,884815
31755,198436
31756,1173163
31757,1173965
31758,14162
31759,82039
31760,882664
31761,239732
31762,786837
31763,135394
31764,961399
31765,664523
31766,782772
31767,726693
31768,937560
31769,851678
31770,759404
31771,8879
31772,1346025
31773,1119829
31774,411189
31775,1162435
31776,1241559
31777,556427
31778,1208105
31779,53833
31780,447607
31781,693062
31782,280444
31783,987836
31784,753158
31785,1282792
31786,1368625
31787,636300
31788,765481
31789,406480
31790,616631
31791,1363975
31792,568677
31793,1243852
31794,662837
31795,588503
31796,967788
31797,1004016
31798,1485892
31799,1373850
31800,1395712
31801,1098942
31802,466720
31803,267764
31804,1139095
31805,612640
31806,1120032
31807,1038608
31808,99969
31809,1313830
31810,382974
31811,127806
31812,863618
31813,563924
31814,30353
31815,1467983
31816,185545
31817,790002
31818,203597
31819,163187
31820,1458988
31821,1193581
31822,132904
31823,787897
31824,781505
31825,524199
31826,225029
31827,580740
31828,1401108
31829,227368
31830,319409
31831,480212
31832,204697
31833,1010447
31834,1228799
31835,994406
31836,1303758
31837,1415825
31838,473039
31839,1082193
31840,443910
31841,551443
31842,51921
31843,825017
31844,100154
31845,1494833
31846,1082505
31847,1252932
31848,272833
31849,957964
31850,1431795
31851,761335
31852,773469
31853,794501
31854,623874
31855,1410854
31856,1067209
31857,767624
31858,1068503
31859,876073
31860,321453
31861,1444136
31862,350319
31863,148494
31864,985586
31865,1468481
31866,500057
31867,354899
31868,159456
31869,641548
31870,690837
31871,89475
31872,823258
31873,831416
31874,813447
31875,11286
31876,1302066
31877,769707
31878,969091
31879,1481428
31880,1073422
31881,933742
31882,1038844
31883,402913
31884,1087348
31885,578333
31886,403154
31887,1374585
31888,1372061
31889,386443
31890,292622
31891,1059836
31892,803427
31893,1101719
31894,1483071
31895,200627
31896,701458
31897,173712
31898,697561
31899,1130095
31900,750154
31901,687791
31902,957449
31903,866028
31904,950631
31905,982055
31906,1069231
31907,861776
31908,656041
31909,1333163
31910,265929
31911,137394
31912,635598
31913,926917
31914,311019
31915,138520
31916,1156633
31917,1309127
31918,570278
31919,918172
31920,291650
31921,1462716
31922,1061003
31923,331882
31924,729810
31925,1185013
31926,646208
31927,151836
31928,614011
31929,598178
31930,609499
31931,485229
31932,310457
31933,354786
31934,1226197
31935,324417
31936,1093435
31937,437096
31938,73130
31939,422829
31940,771626
31941,862697
31942,193430
31943,6383
31944,119103
31945,683612
31946,508643
31947,1400584
31948,1220918
31949,1437452
31950,1481464
31951,858854
31952,805943
31953,1159767
31954,810683
31955,1213820
31956,267404
31957,722850
31958,195139
31959,138510
31960,547276
31961,1058800
31962,1363312
31963,834585
31964,946082
31965,780522
31966,1064637
31967,1318101
31968,380299
31969,644377
31970,1198214
31971,1243927
31972,627032
31973,1400549
31974,880477
31975,993967
31976,1023610
31977,654677
31978,1055438
31979,834186
31980,156541
31981,118608
31982,1125566
31983,1367381
31984,989778
31985,668700
31986,96575
31987,729819
31988,1030497
31989,356665
31990,874678
31991,309939
31992,286644
31993,1453066
31994,249336
31995,688946
31996,1336727
31997,302885
31998,1487264
31999,26760
32000,1186247
32001,545095
32002,273261
32003,150532
32004,1017241
32005,816482
32006,824625
32007,1447157
32008,1145248
32009,1250087
32010,852350
32011,126498
32012,264603
32013,151818
32014,152060
32015,1095705
32016,433927
32017,1075404
32018,881945
32019,619770
32020,1157879
32021,1488502
32022,1375294
32023,907453
32024,1385549
32025,1081009
32026,384623
32027,1455184
32028,84240
32029,1378155
32030,1368388
32031,542479
32032,906573
32033,757012
32034,492374
32035,539083
32036,1464461
32037,144007
32038,23272
32039,532019
32040,1037167
32041,878473
32042,1360787
32043,340810
32044,1127601
32045,1477401
32046,815784
32047,1223161
32048,342138
32049,206824
32050,461498
32051,402860
32052,1289988
32053,871926
32054,1032098
32055,1299983
32056,333692
32057,869158
32058,1158466
32059,1081042
32060,536769
32061,638564
32062,1117076
32063,570592
32064,985530
32065,1003341
32066,1136386
32067,287544
32068,409708
32069,805212
32070,1121540
32071,890882
32072,443250
32073,799771
32074,478171
32075,1251826
32076,528019
32077,954157
32078,102683
32079,1208506
32080,311302
32081,657200
32082,1349896
32083,93893
32084,328465
32085,689188
32086,1003867
32087,899007
32088,1198369
32089,1285494
32090,957221
32091,397853
32092,828270
32093,593825
32094,763775
32095,221383
32096,339460
32097,929200
32098,93321
32099,326080
32100,934130
32101,64061
32102,1258743
32103,1292774
32104,1415668
32105,691927
32106,1400527
32107,797440
32108,1184815
32109,411593
32110,61964
32111,769354
32112,643009
32113,922709
32114,1185834
32115,1102204
32116,100887
32117,1027101
32118,614455
32119,1176071
32120,61049
32121,331241
32122,1178013
32123,84284
32124,391819
32125,248590
32126,602154
32127,354976
32128,749067
32129,1457054
32130,1042653
32131,1013793
32132,73503
32133,1493141
32134,18405
32135,1143237
32136,911820
32137,41501
32138,1010120
32139,1119592
32140,965329
32141,597916
32142,1291710
32143,1198844
32144,1205123
32145,510620
32146,235117
32147,1269988
32148,1053706
32149,157714
32150,1155708
32151,288204
32152,1335689
32153,785174
32154,983547
32155,932088
32156,560044
32157,1024556
32158,994818
32159,1180036
32160,853052
32161,650004
32162,814997
32163,581513
32164,1067427
32165,1482676
32166,382502
32167,1153327
32168,820241
32169,839362
32170,149354
32171,964551
32172,990650
32173,365036
32174,394475
32175,735162
32176,201409
32177,569922
32178,996124
32179,204463
32180,84095
32181,1073692
32182,431908
32183,1496737
32184,1134241
32185,400814
32186,1425495
32187,732552
32188,240292
32189,226436
32190,976685
32191,1011265
32192,30602
32193,256849
32194,110690
32195,254308
32196,220103
32197,200914
32198,318425
32199,865487
32200,125617
32201,58266
32202,1257447
32203,1023425
32204,668990
32205,953316
32206,683162
32207,1327165
32208,321685
32209,540821
32210,704267
32211,1007774
32212,721560
32213,194983
32214,115599
32215,854414
32216,135230
32217,1350885
32218,1128106
32219,995265
32220,1218267
32221,62587
32222,324358
32223,1362226
32224,858624
32225,890901
32226,1373969
32227,636297
32228,1018779
32229,1294976
32230,672690
32231,1291249
32232,1490516
32233,1115090
32234,583463
32235,1189848
32236,1252859
32237,396261
32238,885901
32239,160160
32240,544157
32241,238146
32242,927356
32243,1242988
32244,1340619
32245,579952
32246,312716
32247,372549
32248,1311232
32249,946716
32250,1041023
32251,633700
32252,388000
32253,313459
32254,1231986
32255,267090
32256,925401
32257,644021
32258,1043140
32259,1287237
32260,467112
32261,1180415
32262,61402
32263,842226
32264,1090259
32265,444436
32266,1153916
32267,695152
32268,473485
32269,686331
32270,797334
32271,1391953
32272,1328048
32273,1173789
32274,503451
32275,234802
32276,663853
32277,564481
32278,1118200
32279,845772
32280,1498603
32281,291559
32282,651794
32283,1082232
32284,102851
32285,1476779
32286,872875
32287,1361886
32288,1061920
32289,61966
32290,1240735
32291,1332144
32292,1444059
32293,155392
32294,626870
32295,943780
32296,712777
32297,1437914
32298,523368
32299,1311476
32300,669925
32301,736007
32302,104477
32303,1313910
32304,4230
32305,762974
32306,835859
32307,1265952
32308,779225
32309,10005
32310,929139
32311,799115
32312,341271
32313,1489259
32314,1196300
32315,1055918
32316,351738
32317,1088003
32318,1427117
32319,838830
32320,1333044
32321,365088
32322,1167900
32323,1480791
32324,1161630
32325,633064
32326,737881
32327,1016269
32328,1269546
32329,767626
32330,598729
32331,597506
32332,1115306
32333,1012071
32334,325448
32335,356901
32336,429364
32337,435542
32338,865167
32339,818491
32340,884547
32341,742426
32342,405774
32343,940672
32344,461459
32345,818410
32346,468803
32347,591898
32348,721151
32349,1231814
32350,1351501
32351,1201365
32352,189255
32353,1300603
32354,491819
32355,794214
32356,1251056
32357,1275815
32358,735270
32359,817703
32360,1010178
32361,1476170
32362,85877
32363,1270180
32364,579208
32365,140300
32366,558865
32367,306120
32368,612861
32369,360105
32370,1426677
32371,570233
32372,796296
32373,1344989
32374,127233
32375,83936
32376,626217
32377,1210451
32378,163382
32379,97595
32380,453525
32381,7860
32382,386227
32383,779561
32384,617290
32385,1307061
32386,822729
32387,120216
32388,11523
32389,104423
32390,493911
32391,496368
32392,779454
32393,1182944
32394,149602
32395,541988
32396,328407
32397,1101828
32398,494419
32399,114656
32400,504040
32401,1294486
32402,126604
32403,857658
32404,107639
32405,742427
32406,833816
32407,1487397
32408,319705
32409,740234
32410,12737
32411,1412686
32412,563784
32413,1467412
32414,387629
32415,959555
32416,1007151
32417,1499752
32418,357608
32419,526190
32420,13705
32421,1032167
32422,1203876
32423,546716
32424,94096
32425,1050234
32426,102605
32427,1279481
32428,582081
32429,520051
32430,979423
32431,1100668
32432,1112080
32433,13515
32434,606994
32435,416798
32436,1416243
32437,550339
32438,855195
32439,682735
32440,962624
32441,544800
32442,1337181
32443,90111
32444,950932
32445,221700
32446,971296
32447,378247
32448,827193
32449,491909
32450,1282464
32451,425504
32452,814615
32453,839099
32454,517701
32455,602992
32456,697320
32457,281515
32458,1083006
32459,704828
32460,1029730
32461,845171
32462,1452145
32463,367698
32464,1013489
32465,777924
32466,1241692
32467,776661
32468,336297
32469,1099589
32470,1013954
32471,267193
32472,149541
32473,84735
32474,745302
32475,1473166
32476,1375076
32477,859625
32478,458255
32479,368213
32480,172671
32481,330695
32482,1488997
32483,189074
32484,784049
32485,849413
32486,456331
32487,569294
32488,1335858
32489,774627
32490,750127
32491,1204646
32492,49485
32493,1387526
32494,1397032
32495,1392394
32496,452906
32497,558316
32498,998811
32499,340810
32500,1484666
32501,1077626
32502,107547
32503,276048
32504,776780
32505,43896
32506,211702
32507,39110
32508,599655
32509,960202
32510,693485
32511,1189827
32512,1137769
32513,1401180
32514,258405
